time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/entropy_loss,train/n_updates,train/loss,train/clip_range,train/value_loss,train/approx_kl,rollout/ep_rew_mean,train/learning_rate,train/policy_gradient_loss,rollout/ep_len_mean,train/explained_variance,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
626,50,127,31750,-0.52078400015831,1660,81.8584213256836,0.3,143.56131713867188,0.00017897032,309.63,0.0003,-0.0002999635587002558,309.63,0.8910014480352402,0.0,,
,,,32000,-0.5251837402582169,1670,26.55121421813965,0.3,51.1052783203125,0.0023166882,,0.0003,-0.0026514597041591512,,0.6305798888206482,0.0,372.0,372.0
623,51,128,32000,,,,,,,309.63,,,309.63,,,,
623,51,129,32250,-0.5536221992969513,1680,25.607572555541992,0.3,47.018706703186034,0.0018567368,309.63,0.0003,-0.003952768943970995,309.63,0.9583869129419327,0.0,,
624,52,130,32500,-0.5635069072246551,1690,31.442363739013672,0.3,57.0767204284668,0.0039946483,309.63,0.0003,-0.0067608989789266615,309.63,0.2350238561630249,0.00039999999105930326,,
625,52,131,32750,-0.5679835760593415,1700,24.2729549407959,0.3,48.63004837036133,0.0012364779,309.63,0.0003,-0.0027317906590565142,309.63,-0.04422569274902344,0.0,,
626,52,132,33000,-0.579340056180954,1710,31.334186553955078,0.3,55.572268676757815,0.001274971,311.78,0.0003,-0.0027018277913600742,311.78,-0.0006490945816040039,0.0,,
627,53,133,33250,-0.5761705040931702,1720,29.27088737487793,0.3,52.114031372070315,0.00045021524,311.78,0.0003,-0.0008516468068233962,311.78,-0.0010476112365722656,0.0,,
626,53,134,33500,-0.5876430630683899,1730,30.969799041748047,0.3,55.30236396789551,0.0033591487,314.96,0.0003,-0.005952401702178918,314.96,-0.021955251693725586,0.00039999999105930326,,
627,53,135,33750,-0.5618873977661133,1740,27.810199737548828,0.3,52.12337013244629,0.0012790227,314.96,0.0003,-0.0013937066180108105,314.96,-0.05608999729156494,0.0,,
,,,34000,-0.5408634400367737,1750,32.31086730957031,0.3,55.48480697631836,0.00035753788,,0.0003,-0.0004932991189474478,,-0.004102230072021484,0.0,449.4,449.4
623,54,136,34000,,,,,,,318.58,,,318.58,,,,
623,54,137,34250,-0.5796051561832428,1760,29.308279037475586,0.3,52.18804145812988,0.00044611967,318.71,0.0003,-0.0005344745505209403,318.71,-0.0012238025665283203,0.0,,
624,55,138,34500,-0.5242827719449997,1770,311.1076354980469,0.3,527.2942839050293,0.023639662,318.71,0.0003,-0.021519600738344895,318.71,0.0008446574211120605,0.09159999996423722,,
625,55,139,34750,-0.530427827835083,1780,33.763668060302734,0.3,57.50466674804687,0.000354483,322.09,0.0003,-0.0003973643339094224,322.09,-0.014574408531188965,0.0,,
626,55,140,35000,-0.523383606672287,1790,38.239501953125,0.3,87.0452424621582,0.011211668,323.56,0.0003,-0.009289184387773304,323.56,-0.22033631801605225,0.009599999785423278,,
626,56,141,35250,-0.5079674440622329,1800,41.30946350097656,0.3,113.20080474853516,0.0025181263,325.13,0.0003,-0.0030731690445536587,325.13,0.9112294539809227,0.0,,
627,56,142,35500,-0.5098062890768051,1810,29.192243576049805,0.3,54.31553558349609,0.0010452515,324.5,0.0003,-0.0010201613471239313,324.5,0.9630031324923038,0.0,,
628,56,143,35750,-0.5229766190052032,1820,15.09121036529541,0.3,30.90010082244873,0.019872583,324.18,0.0003,-0.012252167225466105,324.18,0.9789598304778337,0.0319999997317791,,
,,,36000,-0.5197983175516129,1830,13.999098777770996,0.3,32.23181884765625,0.0015866008,,0.0003,-0.00029727534483242835,,0.9828737340867519,0.0,145.8,145.8
627,57,144,36000,,,,,,,322.71,,,322.71,,,,
627,57,145,36250,-0.5014124298095703,1840,12.867448806762695,0.3,29.368962821960448,0.000581977,317.44,0.0003,-0.0009539192684431264,317.44,0.9800033904612064,0.0,,
628,58,146,36500,-0.5263578045368195,1850,17.021909713745117,0.3,35.32558296203613,0.0042117923,314.04,0.0003,-0.0024035656852014675,314.04,0.9809210542589426,0.0,,
628,58,147,36750,-0.523857073187828,1860,10.70573616027832,0.3,22.83045961380005,0.011976922,311.04,0.0003,-0.002682132886116406,311.04,0.9894550684839487,0.006399999931454658,,
629,58,148,37000,-0.5335532248020172,1870,9.168326377868652,0.3,30.87117660522461,0.011270372,304.31,0.0003,-0.005341221755935095,304.31,0.984883040189743,0.011199999749660492,,
629,59,149,37250,-0.5285445863008499,1880,15.098856925964355,0.3,51.94334394454956,0.0005165077,296.58,0.0003,-0.0009288294287165755,296.58,0.9771962612867355,0.0,,
630,59,150,37500,-0.5326938629150391,1890,7.560028076171875,0.3,39.5828678894043,0.0018449563,291.77,0.0003,-0.0010809368146802,291.77,0.9828240480273962,0.0,,
631,59,151,37750,-0.5223667246103286,1900,6.112393856048584,0.3,39.60084237098694,0.017004052,289.29,0.0003,-0.004052020340940317,289.29,0.9841651823371649,0.013599999770522118,,
,,,38000,-0.5019887971878052,1910,12.010504722595215,0.3,32.72913661956787,0.0048668664,,0.0003,-0.002224914392188655,,0.9865779904648662,0.0,138.4,138.4
630,60,152,38000,,,,,,,287.15,,,287.15,,,,
630,60,153,38250,-0.5017677652835846,1920,3.190455436706543,0.3,14.904635419845581,0.0285258,287.15,0.0003,-0.009392817088053569,287.15,0.9885954353958368,0.062399999648332594,,
631,60,154,38500,-0.503825506567955,1930,9.260102272033691,0.3,10.456666088104248,0.032023188,287.46,0.0003,-0.018829822971433145,287.46,0.9970698042307049,0.1172000005096197,,
632,61,155,38750,-0.4835977649688721,1940,27.199047088623047,0.3,51.82617446899414,0.0017971918,287.46,0.0003,-0.006535546678362892,287.46,0.9951233500614762,0.004399999901652336,,
632,61,156,39000,-0.48816602647304536,1950,27.699153900146484,0.3,51.44411437988281,0.005944095,289.3,0.0003,-0.007542781099275544,289.3,0.4121858477592468,0.0023999999463558195,,
632,62,157,39250,-0.5077276176214218,1960,8.310922622680664,0.3,19.846502799987793,0.009861435,289.3,0.0003,-0.006758331482464577,289.3,0.9874584600329399,0.004799999892711639,,
633,62,158,39500,-0.4955099260807037,1970,24.357789993286133,0.3,100.44611003875733,0.00264559,289.3,0.0003,-0.007930771739443258,289.3,0.7910059988498688,0.0,,
634,62,159,39750,-0.495639888048172,1980,24.63827133178711,0.3,51.568972244262696,0.0015233839,289.3,0.0003,-0.003239409925864152,289.3,0.5401402711868286,0.0,,
,,,40000,-0.49235943853855135,1990,25.119455337524414,0.3,50.3732406616211,0.027588999,,0.0003,-0.021999280618620106,,0.07697403430938721,0.08879999943077564,500.0,500.0
628,63,160,40000,,,,,,,292.59,,,292.59,,,,
629,63,161,40250,-0.48628409564495084,2000,28.859086990356445,0.3,50.30781410217285,1.3962269e-05,292.59,0.0003,-3.799718728075163e-05,292.59,-0.04506540298461914,0.0,,
629,64,162,40500,-0.47667018592357635,2010,28.305177688598633,0.3,51.32466567993164,0.00056667364,292.59,0.0003,-0.00035382452313058364,292.59,0.18898695707321167,0.0,,
628,64,163,40750,-0.48025347769260407,2020,22.50786590576172,0.3,45.57181297302246,0.0007711708,292.59,0.0003,-0.0019073496204604367,292.59,0.5495337247848511,0.0,,
628,65,164,41000,-0.49593705594539644,2030,28.139198303222656,0.3,50.470958404541015,0.0037642505,293.88,0.0003,-0.0040776967035650105,293.88,0.3003365993499756,0.0,,
628,65,165,41250,-0.4656211030483246,2040,28.105497360229492,0.3,50.3276636505127,0.0039335033,293.88,0.0003,-0.006944023125678314,293.88,0.029734790325164795,0.0023999999463558195,,
628,66,166,41500,-0.4838134187459946,2050,25.052749633789062,0.3,47.81738327026367,0.0037081684,293.88,0.0003,-0.0035526559697359517,293.88,0.4602166414260864,0.003999999910593033,,
626,66,167,41750,-0.5176614701747895,2060,28.001636505126953,0.3,50.167216567993165,0.0005967436,293.47,0.0003,-0.0013280190407908776,293.47,0.23630356788635254,0.0,,
,,,42000,-0.47492280006408694,2070,53.23003387451172,0.3,649.0332047271728,0.0038587519,,0.0003,-0.007430556672200321,,0.031274616718292236,0.0023999999463558195,500.0,500.0
621,67,168,42000,,,,,,,293.47,,,293.47,,,,
621,67,169,42250,-0.5125340759754181,2080,30.910991668701172,0.3,54.35472091674805,0.0001265794,293.47,0.0003,-5.864119907272425e-05,293.47,-0.022768020629882812,0.0,,
621,68,170,42500,-0.525321797132492,2090,25.93165397644043,0.3,48.632499618530275,0.00038148783,293.47,0.0003,-0.0007919518918674839,293.47,0.07905644178390503,0.0,,
621,68,171,42750,-0.5039725780487061,2100,29.572399139404297,0.3,51.854910125732424,0.0031308848,297.06,0.0003,-0.0026520938191509913,297.06,-0.009729504585266113,0.0,,
620,69,172,43000,-0.49194741010665893,2110,21.468515396118164,0.3,45.85457832336426,0.0009676393,297.06,0.0003,-0.0011978530935404309,297.06,0.40740180015563965,0.0,,
621,69,173,43250,-0.49897705733776093,2120,28.153249740600586,0.3,51.71811080932617,0.000665564,299.85,0.0003,-5.797590317378365e-05,299.85,0.004034221172332764,0.0,,
620,70,174,43500,-0.53035524725914,2130,27.859817504882812,0.3,50.49122817993164,0.0015571046,299.85,0.0003,-0.0001688135341275654,299.85,0.5705170333385468,0.0,,
621,70,175,43750,-0.4901108855009079,2140,27.628084182739258,0.3,51.47115913391113,0.00065522233,299.85,0.0003,-0.000524493371204926,299.85,-0.010703206062316895,0.0,,
,,,44000,-0.5019136273860931,2150,25.84358024597168,0.3,48.54866798400879,0.0010533686,,0.0003,-0.0011481288890126961,,-0.0042002201080322266,0.0,423.4,423.4
618,71,176,44000,,,,,,,299.85,,,299.85,,,,
619,71,177,44250,-0.48543783724308015,2160,28.694171905517578,0.3,51.387209548950196,0.00299225,298.93,0.0003,-0.0018779059910681893,298.93,0.02034449577331543,0.0,,
618,71,178,44500,-0.5009136277437211,2170,506.9969177246094,0.3,784.4427824401855,0.0031354658,298.93,0.0003,-0.0029737965758657127,298.93,0.13575011491775513,0.0011999999731779098,,
617,72,179,44750,-0.5105492395162582,2180,30.395458221435547,0.3,53.60001884460449,0.011754158,301.51,0.0003,-0.009382261656544842,301.51,0.014046311378479004,0.012399999797344208,,
617,72,180,45000,-0.5020843887329102,2190,26.118743896484375,0.3,47.04475952148437,0.0020784407,301.51,0.0003,-0.0017352279386398095,301.51,0.19254076480865479,0.0,,
617,73,181,45250,-0.5217852437496185,2200,23.579153060913086,0.3,46.8851762008667,0.0011939227,304.45,0.0003,-0.0006333302132350127,304.45,0.38726288080215454,0.0,,
617,73,182,45500,-0.5194198149442673,2210,28.42533302307129,0.3,47.87203941345215,0.0013329652,304.45,0.0003,-0.002751496351888818,304.45,-0.016340017318725586,0.0,,
616,74,183,45750,-0.5449307507276535,2220,29.40721893310547,0.3,50.81587188720703,0.009642018,304.45,0.0003,-0.008119883237418435,304.45,0.0030674338340759277,0.013599999696016312,,
,,,46000,-0.5064065456390381,2230,25.999055862426758,0.3,47.66084289550781,0.017107902,,0.0003,-0.011364395778998783,,0.005340099334716797,0.03479999989271164,430.8,430.8
611,75,184,46000,,,,,,,301.01,,,301.01,,,,
612,75,185,46250,-0.5427444326877594,2240,29.670297622680664,0.3,459.10038024902343,0.023754379,301.41,0.0003,-0.001545551583575433,301.41,-0.00010943412780761719,0.051599999442696574,,
611,76,186,46500,-0.5831320381164551,2250,140.82534790039062,0.3,834.9807027435303,0.0032775165,304.14,0.0003,-0.002450153451343073,304.14,0.0013964176177978516,0.0011999999731779098,,
611,76,187,46750,-0.5562661015987396,2260,1061.4337158203125,0.3,862.949624710083,0.010630397,305.55,0.0003,-0.011096643522247903,305.55,0.0028824806213378906,0.03199999958276749,,
611,76,188,47000,-0.5585889875888824,2270,228.30120849609375,0.3,776.2798803710938,0.0008423294,305.28,0.0003,-0.0023135127443179825,305.28,0.007933318614959717,0.0,,
609,77,189,47250,-0.5580577850341797,2280,68.86033630371094,0.3,653.933155670166,0.0007374131,305.51,0.0003,-0.005066051378009435,305.51,0.10484623908996582,0.0,,
608,77,190,47500,-0.5412404787540436,2290,349.2926330566406,0.3,371.037152557373,0.0005106686,304.61,0.0003,-0.004144520475096947,304.61,0.5442470014095306,0.0,,
607,78,191,47750,-0.5422247034311295,2300,204.32322692871094,0.3,860.9890832519532,0.00031044864,303.41,0.0003,-0.0014659672426612857,303.41,0.4074622392654419,0.0,,
,,,48000,-0.5238018506765365,2310,681.6710815429688,0.3,751.4172805786133,0.00043740188,,0.0003,-0.00254952019487682,,0.6957334876060486,0.0,339.4,339.4
583,82,192,48000,,,,,,,303.96,,,303.96,,,,
583,82,193,48250,-0.5352235347032547,2320,98.00949096679688,0.3,189.57985549926758,0.00075078325,303.74,0.0003,-0.001831321587867567,303.74,0.8866812288761139,0.0,,
582,83,194,48500,-0.498339518904686,2330,141.15650939941406,0.3,395.1552735900879,0.00028411712,298.5,0.0003,-0.00048373876758851965,298.5,0.7920382022857666,0.0,,
573,84,195,48750,-0.5198753678798675,2340,618.0813598632812,0.3,1082.1860485839843,0.00010530722,298.5,0.0003,-0.0008799884474865394,298.5,0.23435992002487183,0.0,,
556,88,196,49000,-0.5226900213956833,2350,38.12514114379883,0.3,94.35325874328613,0.0013463949,296.62,0.0003,-0.0027734728942232323,296.62,0.5819049179553986,0.00039999999105930326,,
530,92,197,49250,-0.5244985353946686,2360,581.2633666992188,0.3,570.5466944885254,0.0008311469,294.96,0.0003,-0.0025554751127871,294.96,0.7303404808044434,0.0,,
531,93,198,49500,-0.5226526749134064,2370,164.5753173828125,0.3,236.687041015625,0.00027472962,293.79,0.0003,-0.001079331877044396,293.79,0.9208072796463966,0.0,,
531,93,199,49750,-0.5355193591117859,2380,166.7360382080078,0.3,538.0469984436036,0.00018606937,295.51,0.0003,-0.0008016391044511728,295.51,0.576375275850296,0.0,,
,,,50000,-0.5273624247312546,2390,152.32525634765625,0.3,254.43539001464845,7.175421e-05,,0.0003,-0.00022713219732176882,,0.8139470368623734,0.0,422.4,422.4
529,94,200,50000,,,,,,,295.51,,,295.51,,,,
530,94,201,50250,-0.5006381577253342,2400,23.298168182373047,0.3,40.63007526397705,0.0188132,293.3,0.0003,-0.017339741701865564,293.3,0.912031278014183,0.046399999558925625,,
530,95,202,50500,-0.5088432013988495,2410,57.28921127319336,0.3,724.0137641143799,0.0021057315,293.3,0.0003,-0.006289864158310232,293.3,0.23257875442504883,0.0,,
531,95,203,50750,-0.5515173995494842,2420,27.938859939575195,0.3,88.03764434814452,0.00017300772,293.47,0.0003,-0.00045383662179190767,293.47,0.6870634853839874,0.0,,
532,95,204,51000,-0.5069201636314392,2430,19.63361930847168,0.3,40.809570121765134,0.01991171,291.05,0.0003,-0.012751301245363748,291.05,0.911928616464138,0.04119999960064888,,
532,96,205,51250,-0.532807474732399,2440,704.8782958984375,0.3,884.4233502197266,0.0064339093,291.05,0.0003,-0.008890532126468313,291.05,0.027131319046020508,0.014399999678134918,,
533,96,206,51500,-0.5308654880523682,2450,27.004188537597656,0.3,49.55039756774902,0.00030516493,291.05,0.0003,-0.00016900964021772326,291.05,0.07339197397232056,0.0,,
533,97,207,51750,-0.5328494554758072,2460,19.512094497680664,0.3,37.64116722106934,0.009564508,291.05,0.0003,-0.006282923367323292,291.05,0.8148890435695648,0.012799999713897704,,
,,,52000,-0.5593010139465332,2470,19.884279251098633,0.3,46.92968929290772,0.0077384757,,0.0003,-0.00801173356492086,,-0.19911420345306396,0.019199999570846556,461.4,461.4
530,98,208,52000,,,,,,,292.33,,,292.33,,,,
530,98,209,52250,-0.5455825161933899,2480,22.77545738220215,0.3,43.66777229309082,0.012487361,292.33,0.0003,-0.006992803073429172,292.33,-0.06550657749176025,0.014799999743700028,,
531,98,210,52500,-0.55312655210495,2490,24.590709686279297,0.3,47.322182235717776,0.0047728643,294.59,0.0003,-0.0022493501174031395,294.59,-0.003771066665649414,0.0,,
531,99,211,52750,-0.540664701461792,2500,23.638795852661133,0.3,44.41587615966797,0.0007798219,294.59,0.0003,-4.197805424567491e-05,294.59,0.01723378896713257,0.0,,
531,99,212,53000,-0.558708848953247,2510,25.876453399658203,0.3,47.43013458251953,0.0006315168,297.66,0.0003,-5.304779466825948e-05,297.66,-0.010659337043762207,0.0,,
532,100,213,53250,-0.5637673580646515,2520,23.548566818237305,0.3,44.670575637817386,0.0045520617,297.66,0.0003,-0.0019789271665592877,297.66,-0.001773238182067871,0.0007999999821186065,,
532,100,214,53500,-0.5517069625854493,2530,26.9378662109375,0.3,47.41671012878418,0.0011204822,300.36,0.0003,-0.00031035730826545205,300.36,0.0009309649467468262,0.0,,
532,100,215,53750,-0.5329300653934479,2540,25.896461486816406,0.3,44.6206704711914,0.01960044,300.36,0.0003,-0.010896634182630578,300.36,-0.017241835594177246,0.02919999971985817,,
,,,54000,-0.5144042718410492,2550,22.6771240234375,0.3,42.63976051330567,0.0098326,,0.0003,-0.01490714017428104,,0.6459716558456421,0.043999999836087225,500.0,500.0
530,101,216,54000,,,,,,,301.61,,,301.61,,,,
531,102,217,54250,-0.5586012983322144,2560,23.69182586669922,0.3,44.64084228515625,0.0067142076,301.61,0.0003,-0.0045889833016701685,301.61,0.0059430599212646484,0.007199999839067459,,
531,102,218,54500,-0.5528987669944763,2570,24.51350975036621,0.3,47.1136856842041,0.011310829,304.18,0.0003,-0.00626205954087709,304.18,-0.050362348556518555,0.02599999949336052,,
532,102,219,54750,-0.582976883649826,2580,24.478050231933594,0.3,44.47721992492676,0.0007964362,304.18,0.0003,-0.0005513439379254059,304.18,0.004042506217956543,0.0,,
532,103,220,55000,-0.5600291246175766,2590,26.60984992980957,0.3,47.098618011474606,0.0069182054,306.1,0.0003,-0.0029268312381552164,306.1,0.07306230068206787,0.003199999928474426,,
532,103,221,55250,-0.5261297428607941,2600,24.578039169311523,0.3,44.39504501342773,0.013274203,306.1,0.0003,-0.01566705205074982,306.1,0.0015700459480285645,0.025999999418854714,,
532,104,222,55500,-0.541713394522667,2610,26.001081466674805,0.3,47.04156471252441,0.00121119,306.83,0.0003,-0.0004278862620702739,306.83,-0.0012638568878173828,0.0,,
533,104,223,55750,-0.5223502779006958,2620,25.48708724975586,0.3,44.15321090698242,0.012135213,306.83,0.0003,-0.007816567287240445,306.83,0.03293502330780029,0.012799999862909316,,
,,,56000,-0.52486323595047,2630,26.11224937438965,0.3,46.983456497192385,0.011333324,,0.0003,-0.0075683262190000275,,-0.02633678913116455,0.01439999982714653,500.0,500.0
531,105,224,56000,,,,,,,307.51,,,307.51,,,,
532,105,225,56250,-0.5236588478088379,2640,25.116310119628906,0.3,43.97153686523438,0.025107717,307.51,0.0003,-0.015839864686154784,307.51,-0.0462801456451416,0.06800000019371509,,
532,106,226,56500,-0.5417856186628341,2650,18.455989837646484,0.3,37.17537971496582,0.03290547,311.04,0.0003,-0.012215863522328334,311.04,0.5007561445236206,0.06879999980330467,,
532,106,227,56750,-0.5423157393932343,2660,24.315181732177734,0.3,43.92036613464356,0.002184435,311.04,0.0003,-0.0009714592358373863,311.04,0.0009618997573852539,0.0011999999731779098,,
533,106,228,57000,-0.5540000343322754,2670,26.146568298339844,0.3,46.49765296936035,0.008847,313.14,0.0003,-0.003320187726841084,313.14,-0.009187817573547363,0.013199999704957008,,
533,107,229,57250,-0.5488003301620483,2680,24.26982879638672,0.3,43.7434888458252,0.0112317875,313.14,0.0003,-0.010175906168975075,313.14,0.00018584728240966797,0.013599999696016312,,
534,107,230,57500,-0.5394120246171952,2690,25.1303768157959,0.3,46.32502349853516,0.0022398613,316.51,0.0003,-0.0012113620320334916,316.51,-0.010793924331665039,0.0,,
534,108,231,57750,-0.5458391952514648,2700,512.0646362304688,0.3,1174.9831387329102,0.010286254,316.51,0.0003,-0.006363621358218374,316.51,0.00023180246353149414,0.03519999928772449,,
,,,58000,-0.559815366268158,2710,28.322486877441406,0.3,49.42325286865234,0.00229713,,0.0003,-0.0014133473448455901,,0.001258552074432373,0.0,410.4,410.4
531,109,232,58000,,,,,,,320.14,,,320.14,,,,
531,109,233,58250,-0.5572499227523804,2720,26.471969604492188,0.3,46.19607681274414,0.00052688154,320.3,0.0003,-0.0005156602601095983,320.3,0.023525476455688477,0.0,,
531,110,234,58500,-0.49748577892780305,2730,746.297607421875,0.3,1191.6436024475097,0.027968522,320.3,0.0003,-0.01302397898297058,320.3,1.0192394256591797e-05,0.13879999950528144,,
531,110,235,58750,-0.5624564445018768,2740,29.431316375732422,0.3,49.12127265930176,0.0053345724,322.45,0.0003,-0.0029090049739753,322.45,-0.0008103847503662109,0.0,,
531,110,236,59000,-0.5374065840244293,2750,25.45052719116211,0.3,43.33350791931152,0.00047128033,322.45,0.0003,-0.00017421819505557322,322.45,0.0017170906066894531,0.0,,
531,111,237,59250,-0.5370991784334183,2760,26.10859489440918,0.3,46.007076568603516,0.0027333007,322.51,0.0003,-0.0018181348749408243,322.51,-0.0020987987518310547,0.0,,
532,111,238,59500,-0.5230257660150528,2770,25.11113166809082,0.3,43.116659774780274,0.004505059,322.51,0.0003,-0.003734361138017732,322.51,-0.0016936063766479492,0.00039999999105930326,,
532,112,239,59750,-0.5424950599670411,2780,26.058847427368164,0.3,45.78527809143066,0.00048098672,325.22,0.0003,-0.0006854938220294571,325.22,-0.0033341646194458008,0.0,,
,,,60000,-0.5281208765506744,2790,23.70612144470215,0.3,42.92097023010254,0.0017750984,,0.0003,-0.0007133357837707877,,-0.0004647970199584961,0.0,500.0,500.0
530,113,240,60000,,,,,,,325.22,,,325.22,,,,
531,113,241,60250,-0.5355855208635331,2800,26.049604415893555,0.3,45.56270866394043,0.001954391,327.71,0.0003,-0.0012932275499210276,327.71,-0.008409380912780762,0.00039999999105930326,,
531,113,242,60500,-0.5667235004901886,2810,25.46636390686035,0.3,42.71004608154297,0.0018996645,327.71,0.0003,-0.0017613444163609416,327.71,-0.001772165298461914,0.0,,
531,114,243,60750,-0.537940526008606,2820,24.730430603027344,0.3,45.34568115234375,0.009970258,330.17,0.0003,-0.006682127702845176,330.17,-0.002833724021911621,0.005999999865889549,,
531,114,244,61000,-0.556243189573288,2830,24.32272720336914,0.3,42.50477752685547,0.018179556,330.17,0.0003,-0.011334555091126788,330.17,-0.001768350601196289,0.02879999950528145,,
531,115,245,61250,-0.5743026745319366,2840,25.041358947753906,0.3,45.11797080993652,0.0056367284,332.74,0.0003,-0.0020755364405513886,332.74,-0.0007826089859008789,0.007999999821186066,,
532,115,246,61500,-0.594324586391449,2850,22.536197662353516,0.3,42.28862373352051,0.0013989905,332.42,0.0003,-0.0009526186207877174,332.42,-0.00036704540252685547,0.0,,
532,116,247,61750,-0.5159409463405609,2860,2251.93994140625,0.3,1312.0683282470702,0.020429498,332.42,0.0003,-0.016666922332485772,332.42,0.00017768144607543945,0.08919999957084655,,
,,,62000,-0.5395713102817535,2870,27.865510940551758,0.3,47.67704986572266,0.0011153724,,0.0003,-0.0009222349854155709,,0.020645499229431152,0.0,500.0,500.0
530,116,248,62000,,,,,,,335.2,,,335.2,,,,
530,117,249,62250,-0.552794667482376,2880,25.88182258605957,0.3,42.1341072845459,0.004942363,335.2,0.0003,-0.0035824622787521323,335.2,-0.0005396604537963867,0.003999999910593033,,
530,117,250,62500,-0.5528389024734497,2890,25.3641300201416,0.3,44.714928512573245,0.0044694124,337.99,0.0003,-0.0030032551568524466,337.99,-0.002513885498046875,0.0,,
530,118,251,62750,-0.5586174988746643,2900,23.921104431152344,0.3,41.90191749572754,0.00022270896,337.99,0.0003,-7.498857344046428e-05,337.99,0.00020700693130493164,0.0,,
530,118,252,63000,-0.5297984611988068,2910,24.574581146240234,0.3,44.478099517822265,0.006422264,340.74,0.0003,-0.0041939812061320934,340.74,0.0008597970008850098,0.008399999812245368,,
531,119,253,63250,-0.5450185775756836,2920,23.906452178955078,0.3,41.680432357788085,0.021480655,340.74,0.0003,-0.012687670149007886,340.74,0.0037034153938293457,0.03519999980926514,,
531,119,254,63500,-0.5451630789041519,2930,25.50927734375,0.3,44.24589210510254,0.016405018,343.49,0.0003,-0.012396399080690798,343.49,0.002086818218231201,0.03599999949336052,,
531,119,255,63750,-0.5774099600315094,2940,23.146411895751953,0.3,41.46378547668457,0.0039647487,343.49,0.0003,-0.004278553802167835,343.49,0.001087963581085205,0.0011999999731779098,,
,,,64000,-0.5807974898815155,2950,25.874990463256836,0.3,44.01534233093262,8.107674e-05,,0.0003,0.000225811248400305,,-0.0006818771362304688,0.0,500.0,500.0
529,120,256,64000,,,,,,,346.47,,,346.47,,,,
529,121,257,64250,-0.5556607556343078,2960,22.75120735168457,0.3,41.24579086303711,0.019399796,346.47,0.0003,-0.012015503436846302,346.47,-0.00012671947479248047,0.03599999979138374,,
529,121,258,64500,-0.567634482383728,2970,25.413232803344727,0.3,43.77618812561035,0.0033951257,348.06,0.0003,-0.002571197415562381,348.06,-0.0009908676147460938,0.0,,
529,122,259,64750,-0.5260836780071259,2980,22.834983825683594,0.3,41.02354431152344,0.0027867495,348.06,0.0003,-0.0021299407429791017,348.06,-0.0007301568984985352,0.0,,
529,122,260,65000,-0.5107655102014541,2990,24.488813400268555,0.3,43.53892478942871,0.021436121,351.04,0.0003,-0.012530746896681393,351.04,-0.0002237558364868164,0.03,,
529,123,261,65250,-0.5417480933666229,3000,23.853240966796875,0.3,40.80159515380859,0.0017811274,351.04,0.0003,-0.0006941567627887934,351.04,-0.002718329429626465,0.0,,
529,123,262,65500,-0.5305795586109161,3010,26.35324478149414,0.3,43.28265754699707,0.02136385,353.95,0.0003,-0.008571207440046393,353.95,0.004514217376708984,0.028799999728798865,,
530,124,263,65750,-0.5231439882516861,3020,23.391218185424805,0.3,40.595297775268556,0.015596719,353.95,0.0003,-0.009194627820551773,353.95,-0.007568836212158203,0.03959999978542328,,
,,,66000,-0.5013551437854766,3030,25.036224365234375,0.3,43.058699188232424,0.00066966546,,0.0003,-0.00020781160357710604,,-0.0015300512313842773,0.0,500.0,500.0
528,124,264,66000,,,,,,,354.18,,,354.18,,,,
528,125,265,66250,-0.5379643243551254,3040,22.96295928955078,0.3,40.35137229919434,0.0016440463,354.18,0.0003,-0.0005167540263460069,354.18,-0.0005131959915161133,0.0,,
528,125,266,66500,-0.5074660056829452,3050,25.324052810668945,0.3,42.82616683959961,0.0020029047,355.1,0.0003,-0.0011359796399312927,355.1,-0.0013272762298583984,0.0,,
529,126,267,66750,-0.5116898554563523,3060,22.588912963867188,0.3,40.123119888305666,0.004327934,355.1,0.0003,-0.00297473953675933,355.1,0.0020943880081176758,0.0,,
529,126,268,67000,-0.5009756290912628,3070,24.74718475341797,0.3,42.58691902160645,0.00071338034,355.17,0.0003,-0.00013409487955186704,355.17,-0.0017707347869873047,0.0,,
529,126,269,67250,-0.5165904748439789,3080,22.044801712036133,0.3,39.90101371765137,0.020784464,355.17,0.0003,-0.009305006399104627,355.17,-0.0017542839050292969,0.037599999904632565,,
530,127,270,67500,-0.48816084206104277,3090,23.712709426879883,0.3,42.32645034790039,0.019066429,359.29,0.0003,-0.01367236745729457,359.29,0.01964634656906128,0.04679999962449074,,
529,127,271,67750,-0.4970083898305893,3100,21.903656005859375,0.3,39.678533477783205,0.003466611,359.29,0.0003,-0.0030012169975792346,359.29,-0.00032830238342285156,0.004399999901652336,,
,,,68000,-0.5105406522750855,3110,23.423206329345703,0.3,42.111571044921874,0.00044787535,,0.0003,-8.650520314262166e-05,,-0.0014415979385375977,0.0,500.0,500.0
528,128,272,68000,,,,,,,359.29,,,359.29,,,,
528,129,273,68250,-0.5343620723485947,3120,22.37516975402832,0.3,39.451794662475585,0.014331455,359.29,0.0003,-0.008163974382343895,359.29,-0.0008215904235839844,0.011999999731779098,,
528,129,274,68500,-0.5202404874563217,3130,24.21076011657715,0.3,41.83317092895508,0.014560911,359.29,0.0003,-0.006196032144373476,359.29,0.039110779762268066,0.022799999713897706,,
