time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/entropy_loss,train/n_updates,train/loss,train/clip_range,train/value_loss,train/approx_kl,rollout/ep_rew_mean,train/learning_rate,train/policy_gradient_loss,rollout/ep_len_mean,train/explained_variance,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
528,129,275,68750,-0.5409739863872528,3140,22.57295799255371,0.3,39.24395568847656,0.02359313,359.29,0.0003,-0.014363973545376324,359.29,-0.0013575553894042969,0.06119999960064888,,
529,130,276,69000,-0.553115963935852,3150,23.66585350036621,0.3,41.634928665161134,0.002046903,359.29,0.0003,-0.0016009247239708202,359.29,-0.0006181001663208008,0.001599999964237213,,
529,130,277,69250,-0.5762328588962555,3160,22.35603904724121,0.3,39.01022277832031,0.00784067,359.29,0.0003,-0.00614683858649812,359.29,-0.00041103363037109375,0.012399999722838402,,
530,131,278,69500,-0.5578410625457764,3170,24.02266502380371,0.3,41.389915237426756,0.0059815827,355.35,0.0003,-0.0023020250654667506,355.35,-0.0019080638885498047,0.006799999848008156,,
530,131,279,69750,-0.5120695614814759,3180,622.2918090820312,0.3,1644.7282780456544,0.032770317,355.35,0.0003,-0.002004191892407832,355.35,4.8160552978515625e-05,0.1184000002592802,,
,,,70000,-0.5666161811351776,3190,25.895095825195312,0.3,44.17853225708008,0.021623775,,0.0003,-0.012351087288022882,,0.003412783145904541,0.046399999558925625,416.4,416.4
529,132,280,70000,,,,,,,359.03,,,359.03,,,,
530,132,281,70250,-0.5739302361011505,3200,23.20965003967285,0.3,40.904482192993164,0.010615889,359.03,0.0003,-0.00588173683170794,359.03,-0.0005016326904296875,0.011199999898672104,,
530,132,282,70500,-0.52010114133358,3210,23.66478729248047,0.3,41.104288482666014,0.0073337615,359.03,0.0003,-0.01086207656099873,359.03,0.010001599788665771,0.017599999606609344,,
530,133,283,70750,-0.5369497972726822,3220,23.480165481567383,0.3,40.65700813293457,0.00045979343,359.03,0.0003,-0.000595764017075453,359.03,4.094839096069336e-05,0.0,,
531,133,284,71000,-0.5470071601867675,3230,24.273197174072266,0.3,40.8766365814209,0.0033355518,361.23,0.0003,-0.0019849093428257448,361.23,0.0009828805923461914,0.003199999928474426,,
531,134,285,71250,-0.5374242383241653,3240,22.890695571899414,0.3,40.41173324584961,0.007377033,361.23,0.0003,-0.003358942108438896,361.23,0.0015118718147277832,0.012799999713897704,,
532,134,286,71500,-0.5853640234470368,3250,23.572589874267578,0.3,40.63536857604981,0.007300417,363.21,0.0003,-0.003765063725685991,363.21,0.0012247562408447266,0.003999999910593033,,
532,134,287,71750,-0.5658841323852539,3260,23.17609977722168,0.3,40.182877731323245,0.012561267,363.21,0.0003,-0.014723765490820995,363.21,-0.0005801916122436523,0.05239999957382679,,
,,,72000,-0.5565432953834534,3270,23.784109115600586,0.3,40.401921310424804,0.018295594,,0.0003,-0.009528814713239625,,-0.0006740093231201172,0.05159999951720238,69.6,69.6
532,135,288,72000,,,,,,,364.5,,,364.5,,,,
532,135,289,72250,-0.5400373810529708,3280,874.7291259765625,0.3,2961.3105981445315,0.0010907616,359.91,0.0003,-0.004225608468241973,359.91,0.002406179904937744,0.0,,
532,136,290,72500,-0.5265527957677841,3290,4195.890625,0.3,5729.782314453125,0.001859935,358.98,0.0003,-0.0055469756882812506,358.98,0.17651009559631348,0.0,,
533,136,291,72750,-0.5677234542369842,3300,3328.8046875,0.3,3473.797110595703,0.003530999,358.98,0.0003,-0.003097248882829451,358.98,-0.06785619258880615,0.0007999999821186065,,
533,136,292,73000,-0.54460007250309,3310,20.696252822875977,0.3,48.81459117889404,0.02559858,362.63,0.0003,-0.010453857593142324,362.63,-5.3090009689331055,0.0503999999165535,,
533,137,293,73250,-0.5740758788585663,3320,21.23507308959961,0.3,37.77947166442871,0.015101133,362.63,0.0003,-0.0075608508544937085,362.63,-0.02704298496246338,0.020399999767541886,,
534,137,294,73500,-0.5241738885641098,3330,22.818946838378906,0.3,39.86421493530273,0.024899948,366.63,0.0003,-0.012041598023514552,366.63,0.04156768321990967,0.06639999978244304,,
534,137,295,73750,-0.5723476004600525,3340,21.009904861450195,0.3,37.45919002532959,0.008570733,366.63,0.0003,-0.004151634653721672,366.63,-0.0038385391235351562,0.008799999803304672,,
,,,74000,-0.5897505056858062,3350,23.212244033813477,0.3,39.70829254150391,0.0010870664,,0.0003,-0.00035315377487563635,,-0.0035505294799804688,0.0,487.8,487.8
533,138,296,74000,,,,,,,370.45,,,370.45,,,,
533,139,297,74250,-0.6060085988044739,3360,21.712810516357422,0.3,37.25244689941406,0.0009700864,370.45,0.0003,-0.0004818365102232747,370.45,0.0023148655891418457,0.0,,
534,139,298,74500,-0.5836555075645447,3370,22.6693058013916,0.3,39.49051132202148,0.0072268397,374.27,0.0003,-0.0035731354923979096,374.27,-0.0033735036849975586,0.0019999999552965165,,
534,139,299,74750,-0.581045207977295,3380,21.485986709594727,0.3,37.050056266784665,0.003095448,374.27,0.0003,-0.00038725670620323174,374.27,-0.0014753341674804688,0.0,,
535,140,300,75000,-0.5523573446273804,3390,22.66082000732422,0.3,39.25150634765625,0.004171808,378.18,0.0003,-0.0012300428452408597,378.18,0.000545501708984375,0.0,,
535,140,301,75250,-0.5833038508892059,3400,21.215763092041016,0.3,36.837262077331545,0.01708391,378.6,0.0003,-0.0177092068567174,378.6,0.002451956272125244,0.08599999971687794,,
535,141,302,75500,-0.5244321221113205,3410,347.1781311035156,0.3,1197.710139312744,0.003359244,379.58,0.0003,0.002094463278752112,379.58,0.014188408851623535,0.003999999910593033,,
528,143,303,75750,-0.5451609432697296,3420,1521.982177734375,0.3,2393.0807641601564,0.00011807453,380.83,0.0003,-0.0006657880658269733,380.83,0.42826950550079346,0.0,,
,,,76000,-0.5639058220386505,3430,2427.33447265625,0.3,2095.775464477539,0.0067535327,,0.0003,-0.010447944782489503,,-0.25117218494415283,0.006399999856948852,359.4,359.4
527,144,304,76000,,,,,,,381.86,,,381.86,,,,
527,144,305,76250,-0.5356767416000366,3440,437.4820861816406,0.3,940.5177819824219,0.00095393386,381.86,0.0003,-0.004037459200783626,381.86,0.6822533905506134,0.0,,
528,144,306,76500,-0.5733365678787231,3450,37.40000534057617,0.3,86.39881000518798,0.0052160337,385.47,0.0003,-0.001091610769912208,385.47,-1.6343703269958496,0.00039999999105930326,,
527,145,307,76750,-0.5235393810272216,3460,16.3531436920166,0.3,35.676985054016114,0.018532109,385.47,0.0003,-0.009345380089990805,385.47,-0.15555024147033691,0.033199999779462815,,
527,146,308,77000,-0.5319260656833649,3470,21.380958557128906,0.3,38.2818489074707,0.010595833,389.11,0.0003,-0.0038194157314734413,389.11,-0.03352653980255127,0.015999999716877936,,
527,146,309,77250,-0.5373155379295349,3480,20.813724517822266,0.3,35.79868728637695,0.0048594684,389.11,0.0003,-0.002843921917236116,389.11,0.006760895252227783,0.002799999937415123,,
527,146,310,77500,-0.5009039998054504,3490,21.631418228149414,0.3,37.900871772766116,0.008416187,391.33,0.0003,-0.0017561064397290237,391.33,-0.043888092041015625,0.001599999964237213,,
528,147,311,77750,-0.5193758291006089,3500,20.036100387573242,0.3,35.47588165283203,0.0045349807,391.33,0.0003,-0.0015632331441597102,391.33,0.01593989133834839,0.0,,
,,,78000,-0.5244066375494003,3510,20.982261657714844,0.3,37.90880172729492,0.026369607,,0.0003,-0.008050450025332907,,-0.014535903930664062,0.04519999973475933,500.0,500.0
526,148,312,78000,,,,,,,391.33,,,391.33,,,,
527,148,313,78250,-0.5066532921791077,3520,19.74042510986328,0.3,35.414420204162596,0.0196915,391.33,0.0003,-0.009874366530181646,391.33,-0.011393427848815918,0.05479999974370003,,
527,148,314,78500,-0.5189108854532242,3530,21.4405574798584,0.3,37.73715030670166,0.02495928,391.33,0.0003,-0.00927613419067825,391.33,-0.02100348472595215,0.07040000066161156,,
527,149,315,78750,-0.5166077923774719,3540,19.411296844482422,0.3,35.171289405822755,0.018475102,391.33,0.0003,-0.014530460238622709,391.33,0.053217530250549316,0.06159999988973141,,
527,149,316,79000,-0.5340928554534912,3550,20.09077262878418,0.3,37.571845626831056,0.016719133,391.33,0.0003,-0.005164676209186041,391.33,-0.00769650936126709,0.02519999958574772,,
528,150,317,79250,-0.5248296177387237,3560,20.3781795501709,0.3,35.18992668151856,0.019370522,391.33,0.0003,-0.010469340105238372,391.33,0.003444075584411621,0.027199999541044236,,
528,150,318,79500,-0.5057324349880219,3570,21.376379013061523,0.3,37.35410614013672,0.016563352,391.33,0.0003,-0.010557132687347348,391.33,0.04754406213760376,0.0343999994546175,,
528,150,319,79750,-0.5540518391132355,3580,21.323848724365234,0.3,35.0540633392334,0.008724224,391.33,0.0003,-0.003447283491561848,391.33,-0.006424427032470703,0.022399999499320984,,
,,,80000,-0.5363087022304535,3590,19.799421310424805,0.3,37.18200706481934,0.027864495,,0.0003,-0.010152680746797956,,-0.013634443283081055,0.047599999457597734,500.0,500.0
526,151,320,80000,,,,,,,391.33,,,391.33,,,,
527,152,321,80250,-0.4964511632919312,3600,18.811717987060547,0.3,34.45687915802002,0.022342242,391.33,0.0003,-0.01865223581503379,391.33,0.11436116695404053,0.08559999972581864,,
527,152,322,80500,-0.5482166969776153,3610,20.364614486694336,0.3,37.05132217407227,0.009473598,391.33,0.0003,-0.002860360932495496,391.33,-0.010868191719055176,0.007599999830126762,,
526,153,323,80750,-0.5429083281755447,3620,20.05940818786621,0.3,34.641112899780275,0.021357935,391.33,0.0003,-0.014158763672027135,391.33,0.001394510269165039,0.06839999951422214,,
526,153,324,81000,-0.5485350668430329,3630,20.02724266052246,0.3,36.79687084197998,0.0014278737,391.74,0.0003,-0.0004231619417555521,391.74,-0.002436995506286621,0.0,,
